Data;Hora;Usuário;Qtde RPS;Qtde Transmitido;Qtde Erro;Qtde Transmitir;Total Transmitido;Total com Erro;Total a Transmitir;Total Geral;Ultima NFSe Rot;Ultima NFSe Men PF;Ultima NFSe Men PJ;Ultima Nfse Selo;Ultima Prestação
14/02/2023;15:33;Guilherme;52837;52837;0;0;R$ 4.193.328,49;R$ 0,00;R$ 0,00;R$ 4.193.328,49;2023-02-12 23:59:44;2023-02-10 00:00:00;2023-02-03 11:50:27.167000;2023-02-06 11:10:56.400000;12/02/2023
